latitude,longitude,ls,surf_pressure,temp_differential,opacity_tau,global_storm_next_3_sols,future_opacity_tau
11.25,-33.75,259.62625542692757,600.0,14.014580039108065,0.1,0.0,0.1
-86.25,101.25,259.62625542692757,600.0,15.052001504238955,0.1,0.0,0.1
75.0,-174.375,259.62625542692757,600.0,14.715155329133609,0.1,0.0,0.1
-3.75,-11.25,259.62625542692757,600.0,19.380655426632902,0.1,0.0,0.1
-63.75,101.25,259.62625542692757,600.0,26.657996972457262,0.1,0.0,0.1
-75.0,-50.625,259.62625542692757,600.0,10.767271497618452,0.1,0.0,0.1
90.0,-180.0,259.62625542692757,600.0,17.521885200727393,0.1,0.0,0.1
0.0,28.125,296.27222993675423,600.0,15.04292864960935,0.1,0.0,0.1
-45.0,-39.375,296.27222993675423,600.0,20.62203539615927,0.1,0.0,0.1
-3.75,-45.0,296.27222993675423,600.0,14.108971444040888,0.1,0.0,0.1
0.0,95.625,296.27222993675423,600.0,13.531638664332096,0.1,0.0,0.1
11.25,0.0,296.27222993675423,600.0,18.120645137722796,0.1,0.0,0.1
-18.75,22.5,296.27222993675423,600.0,8.00936829629056,0.1,0.0,0.1
52.5,-135.0,296.27222993675423,600.0,22.011372661498392,0.1,0.0,0.1
-45.0,-146.25,296.27222993675423,600.0,18.988349776711235,0.1,0.0,0.1
37.5,28.125,296.27222993675423,600.0,8.122140793286121,0.1,0.0,0.1
37.5,-101.25,296.27222993675423,600.0,11.919560266959936,0.1,0.0,0.1
71.25,-146.25,296.27222993675423,600.0,13.89775050200209,0.1,0.0,0.1
15.0,11.25,296.27222993675423,600.0,28.189015224929,0.1,0.0,0.1
67.5,-123.75,296.27222993675423,600.0,12.499224518148042,0.1,0.0,0.1
-52.5,135.0,296.27222993675423,600.0,8.0342921063471,0.1,0.0,0.1
7.5,45.0,296.27222993675423,600.0,21.089818094832626,0.1,0.0,0.1
7.5,174.375,296.27222993675423,600.0,13.869643099971732,0.1,0.0,0.1
41.25,-78.75,296.27222993675423,600.0,10.038759322369994,0.1,0.0,0.1
-45.0,39.375,296.27222993675423,600.0,18.610573364295014,0.1,0.0,0.1
33.75,-73.125,296.27222993675423,600.0,5.964834468021635,0.1,0.0,0.1
52.5,84.375,296.27222993675423,600.0,17.173706948148723,0.1,0.0,0.1
-3.75,50.625,156.40039512406457,600.0,22.631421844000254,0.1,0.0,0.1
-22.5,61.875,156.40039512406457,600.0,12.684126969998223,0.1,0.0,0.1
-48.75,140.625,156.40039512406457,600.0,1.8077716438055447,0.1,0.0,0.1
22.5,-95.625,156.40039512406457,600.0,6.546706634792828,0.1,0.0,0.1
-56.25,33.75,156.40039512406457,600.0,17.934290847326142,0.1,0.0,0.1
-7.5,28.125,156.40039512406457,600.0,12.082124277798275,0.1,0.0,0.1
-75.0,78.75,156.40039512406457,600.0,20.977678021973112,0.1,0.0,0.1
-60.0,-106.875,156.40039512406457,600.0,-1.0300031450120848,0.1,0.0,0.1
-11.25,-146.25,156.40039512406457,600.0,17.43780386335694,0.1,0.0,0.1
90.0,0.0,156.40039512406457,600.0,17.279170414351473,0.1,0.0,0.1
18.75,-73.125,156.40039512406457,600.0,13.478921927497158,0.1,0.0,0.1
-3.75,-151.875,156.40039512406457,600.0,20.476675652662202,0.1,0.0,0.1
-82.5,11.25,156.40039512406457,600.0,7.1726439550093435,0.1,0.0,0.1
-41.25,129.375,156.40039512406457,600.0,14.400164703195987,0.1,0.0,0.1
75.0,-56.25,156.40039512406457,600.0,10.814052484107073,0.1,0.0,0.1
33.75,157.5,156.40039512406457,600.0,8.42320213218747,0.1,0.0,0.1
56.25,151.875,156.40039512406457,600.0,6.313227972878634,0.1,0.0,0.1
67.5,174.375,156.40039512406457,600.0,11.871070125418617,0.1,0.0,0.1
78.75,118.125,156.40039512406457,600.0,14.149255255616605,0.1,0.0,0.1
60.0,-135.0,156.40039512406457,600.0,15.473211732779518,0.1,0.0,0.1
-3.75,5.625,96.47495086068504,839.6367797851562,17.607444015521082,0.1,0.0,0.1
-41.25,-106.875,96.47495086068504,857.935791015625,10.496463035079273,0.1,0.0,0.1
52.5,112.5,96.47495086068504,525.8087768554688,17.77825057226098,0.1,0.0,0.1
-37.5,-95.625,96.47495086068504,516.5670166015625,14.844462139312867,0.1,0.0,0.1
60.0,84.375,96.47495086068504,462.31854248046875,8.124579575305985,0.1,0.0,0.1
48.75,78.75,96.47495086068504,589.2496948242188,14.845358213542905,0.1,0.0,0.1
-75.0,-163.125,96.47495086068504,592.4120483398438,13.326741747943297,0.1,0.0,0.1
26.25,-151.875,96.47495086068504,851.1293334960938,29.395666247590935,0.1,0.0,0.1
41.25,-11.25,96.47495086068504,774.6366577148438,11.446191633059499,0.1,0.0,0.1
-22.5,-84.375,96.47495086068504,860.612060546875,18.475210413009805,0.1,0.0,0.1
33.75,-22.5,96.47495086068504,628.3555297851562,16.720503969626233,0.1,0.0,0.1
-75.0,129.375,96.47495086068504,802.3320922851562,15.952279895442338,0.1,0.0,0.1
-63.75,-168.75,96.47495086068504,489.99285888671875,19.917192657667393,0.1,0.0,0.1
-30.0,-61.875,96.47495086068504,505.8394775390625,15.410345436382832,0.1,0.0,0.1
-7.5,-129.375,96.47495086068504,439.06732177734375,4.207768060388537,0.1,0.0,0.1
52.5,-135.0,96.47495086068504,667.1697998046875,15.700314198223838,0.1,0.0,0.1
22.5,-39.375,96.47495086068504,475.4070739746094,12.549615483288138,0.1,0.0,0.1
-67.5,112.5,96.47495086068504,890.4777221679688,7.370908089295209,0.1,0.0,0.1
78.75,135.0,96.47495086068504,613.9432983398438,13.277181807173854,0.1,0.0,0.1
82.5,151.875,96.47495086068504,858.0289306640625,10.487144956474516,0.1,0.0,0.1
-63.75,28.125,242.55136297711465,600.0,22.601442914789708,0.1,0.0,0.1
-86.25,73.125,242.55136297711465,600.0,16.175409794798654,0.1,0.0,0.1
63.75,-39.375,242.55136297711465,600.0,11.170051779240026,0.1,0.0,0.1
82.5,-129.375,242.55136297711465,600.0,14.58457328618193,0.1,0.0,0.1
-33.75,61.875,242.55136297711465,600.0,16.926508285164807,0.1,0.0,0.1
-48.75,73.125,242.55136297711465,600.0,11.217001115607406,0.1,0.0,0.1
-78.75,-180.0,242.55136297711465,600.0,13.158095800764155,0.1,0.0,0.1
41.25,-129.375,242.55136297711465,600.0,19.910453676301014,0.1,0.0,0.1
-60.0,-22.5,242.55136297711465,600.0,18.962290336063162,0.1,0.0,0.1
78.75,-135.0,242.55136297711465,600.0,11.572885345380538,0.1,0.0,0.1
33.75,123.75,242.55136297711465,600.0,16.523059387498222,0.1,0.0,0.1
78.75,11.25,242.55136297711465,600.0,14.925892522227661,0.1,0.0,0.1
3.75,-146.25,242.55136297711465,600.0,22.565825016128862,0.1,0.0,0.1
48.75,33.75,242.55136297711465,600.0,9.375154276459606,0.1,0.0,0.1
-7.5,-56.25,242.55136297711465,600.0,15.116318306190493,0.1,0.0,0.1
-86.25,106.875,242.55136297711465,600.0,15.883361924386016,0.1,0.0,0.1
15.0,33.75,242.55136297711465,600.0,15.123563106862113,0.1,0.0,0.1
86.25,-50.625,242.55136297711465,600.0,13.158836361270195,0.1,0.0,0.1
-33.75,-151.875,242.55136297711465,600.0,14.284738553093392,0.1,0.0,0.1
-41.25,78.75,242.55136297711465,600.0,16.313311354235005,0.1,0.0,0.1
-86.25,157.5,74.68854681485385,0.0196123868227005,20.18314312217108,0.1,0.0,0.1
26.25,56.25,74.68854681485385,0.0015571819385513663,13.859508435507728,0.1,0.0,0.1
-48.75,123.75,74.68854681485385,0.0035793555434793234,12.06670446662548,0.1,0.0,0.1
71.25,168.75,74.68854681485385,600.0,5.3569973102893425,0.1,0.0,0.1
11.25,-22.5,74.68854681485385,600.0,16.133269746248228,0.1,0.0,0.1
-48.75,-78.75,74.68854681485385,0.0076319510117173195,12.340276549370932,0.1,0.0,0.1
41.25,33.75,74.68854681485385,600.0,17.314844344801756,0.1,0.0,0.1
-78.75,11.25,74.68854681485385,600.0,16.65649415411179,0.1,0.0,0.1
-3.75,33.75,74.68854681485385,600.0,25.497319214771117,0.1,0.0,0.1
-48.75,135.0,74.68854681485385,0.01309442613273859,16.049297618321717,0.1,0.0,0.1
-56.25,112.5,74.68854681485385,600.0,26.76459709014741,0.1,0.0,0.1
-78.75,-22.5,74.68854681485385,600.0,21.066400264502683,0.1,0.0,0.1
86.25,78.75,74.68854681485385,0.0001533676404505968,8.77760060325077,0.1,0.0,0.1
-41.25,112.5,74.68854681485385,0.02131744846701622,9.334153818449845,0.1,0.0,0.1
-11.25,135.0,74.68854681485385,0.0016661633271723986,15.400200193858028,0.1,0.0,0.1
-33.75,-67.5,74.68854681485385,0.011919666081666946,11.616276984356766,0.1,0.0,0.1
63.75,135.0,74.68854681485385,0.015258095227181911,14.002437338326299,0.1,0.0,0.1
-11.25,0.0,74.68854681485385,0.016573980450630188,13.790453181272282,0.1,0.0,0.1
63.75,146.25,74.68854681485385,0.0028774170204997063,13.580829228678871,0.1,0.0,0.1
-86.25,146.25,74.68854681485385,600.0,16.274978553553908,0.1,0.0,0.1
-30.0,16.875,101.7939026713455,600.0,26.27446858160485,0.1,0.0,0.1
75.0,-101.25,101.7939026713455,600.0,3.7983204724178155,0.1,0.0,0.1
-63.75,45.0,101.7939026713455,600.0,12.73069131377302,0.1,0.0,0.1
-90.0,157.5,101.7939026713455,600.0,12.183903859626904,0.1,0.0,0.1
3.75,90.0,101.7939026713455,600.0,14.858497332849565,0.1,0.0,0.1
0.0,-151.875,101.7939026713455,600.0,18.10492938498414,0.1,0.0,0.1
7.5,-45.0,101.7939026713455,600.0,12.094699942675835,0.1,0.0,0.1
-60.0,-73.125,101.7939026713455,600.0,18.20455101612518,0.1,0.0,0.1
33.75,-67.5,101.7939026713455,600.0,9.889175116115304,0.1,0.0,0.1
75.0,157.5,101.7939026713455,600.0,13.313258346387727,0.1,0.0,0.1
60.0,95.625,101.7939026713455,600.0,15.081573421800192,0.1,0.0,0.1
45.0,-16.875,101.7939026713455,600.0,16.01287139670636,0.1,0.0,0.1
15.0,22.5,101.7939026713455,600.0,23.267506729505328,0.1,0.0,0.1
26.25,-67.5,101.7939026713455,600.0,14.390029413275736,0.1,0.0,0.1
30.0,-135.0,101.7939026713455,600.0,12.562903792972739,0.1,0.0,0.1
-63.75,-39.375,101.7939026713455,600.0,16.004073558113216,0.1,0.0,0.1
78.75,78.75,101.7939026713455,600.0,19.83947635288009,0.1,0.0,0.1
-60.0,61.875,101.7939026713455,600.0,8.353528942016267,0.1,0.0,0.1
11.25,16.875,101.7939026713455,600.0,13.627242575610172,0.1,0.0,0.1
56.25,-174.375,101.7939026713455,600.0,7.5418725001614115,0.1,0.0,0.1
11.25,135.0,296.2494386791894,600.0,13.443973273276363,0.1,0.0,0.1
37.5,-33.75,296.2494386791894,600.0,12.249441849747033,0.1,0.0,0.1
63.75,151.875,296.2494386791894,600.0,13.377786753035702,0.1,0.0,0.1
-71.25,123.75,296.2494386791894,600.0,17.60934935209265,0.1,0.0,0.1
75.0,-16.875,296.2494386791894,600.0,18.361817847124758,0.1,0.0,0.1
75.0,45.0,296.2494386791894,600.0,14.079832182428504,0.1,0.0,0.1
52.5,123.75,296.2494386791894,600.0,18.706731670916533,0.1,0.0,0.1
15.0,90.0,296.2494386791894,600.0,17.2555736125512,0.1,0.0,0.1
-30.0,-39.375,296.2494386791894,600.0,17.80014302168474,0.1,0.0,0.1
-33.75,-73.125,296.2494386791894,600.0,13.778323358915028,0.1,0.0,0.1
-82.5,146.25,296.2494386791894,600.0,15.337523963829275,0.1,0.0,0.1
52.5,-118.125,296.2494386791894,600.0,22.714024021163517,0.1,0.0,0.1
7.5,95.625,296.2494386791894,600.0,18.74882773904201,0.1,0.0,0.1
-7.5,-11.25,296.2494386791894,600.0,19.41498084285759,0.1,0.0,0.1
82.5,90.0,296.2494386791894,600.0,14.153412899256487,0.1,0.0,0.1
-75.0,118.125,296.2494386791894,600.0,4.065184703408093,0.1,0.0,0.1
-33.75,-67.5,296.2494386791894,600.0,29.681401993462735,0.1,0.0,0.1
-37.5,-16.875,296.2494386791894,600.0,12.641684455741498,0.1,0.0,0.1
-71.25,118.125,296.2494386791894,600.0,24.494681393994536,0.1,0.0,0.1
-48.75,106.875,296.2494386791894,600.0,19.600840364135173,0.1,0.0,0.1
41.25,-22.5,352.09658430291773,600.0,17.806835262887738,0.1,0.0,0.1
67.5,78.75,352.09658430291773,600.0,13.192846234900882,0.1,0.0,0.1
-37.5,129.375,352.09658430291773,600.0,14.488898453631823,0.1,0.0,0.1
48.75,-67.5,352.09658430291773,600.0,10.073385069568046,0.1,0.0,0.1
0.0,-5.625,352.09658430291773,600.0,13.599866153303179,0.1,0.0,0.1
-75.0,-67.5,352.09658430291773,600.0,17.229521528321037,0.1,0.0,0.1
-22.5,-45.0,352.09658430291773,600.0,24.520938761419597,0.1,0.0,0.1
-63.75,-112.5,352.09658430291773,600.0,18.455396230458238,0.1,0.0,0.1
7.5,-28.125,352.09658430291773,600.0,5.796212638312246,0.1,0.0,0.1
3.75,146.25,352.09658430291773,600.0,16.356836702576704,0.1,0.0,0.1
0.0,45.0,352.09658430291773,600.0,11.721094788033819,0.1,0.0,0.1
-3.75,-157.5,352.09658430291773,600.0,6.888573097729319,0.1,0.0,0.1
71.25,67.5,352.09658430291773,600.0,14.551575888891161,0.1,0.0,0.1
-33.75,0.0,352.09658430291773,600.0,19.52440320558936,0.1,0.0,0.1
56.25,73.125,352.09658430291773,600.0,12.876762087519035,0.1,0.0,0.1
-11.25,-174.375,352.09658430291773,600.0,14.852350674425907,0.1,0.0,0.1
-78.75,-140.625,352.09658430291773,600.0,17.054260349354887,0.1,0.0,0.1
-75.0,118.125,352.09658430291773,600.0,14.460427287986365,0.1,0.0,0.1
-37.5,45.0,352.09658430291773,600.0,4.613012855571316,0.1,0.0,0.1
-3.75,101.25,352.09658430291773,600.0,15.97066545867609,0.1,0.0,0.1
37.5,101.25,32.179746462401354,600.0,19.667255361218675,0.1,0.0,0.1
22.5,-146.25,32.179746462401354,600.0,18.29072999502902,0.1,0.0,0.1
82.5,-146.25,32.179746462401354,600.0,21.710613218889065,0.1,0.0,0.1
45.0,135.0,32.179746462401354,600.0,12.88451112765761,0.1,0.0,0.1
-86.25,135.0,32.179746462401354,600.0,15.001042174742937,0.1,0.0,0.1
-18.75,67.5,32.179746462401354,600.0,21.683302530896356,0.1,0.0,0.1
-82.5,0.0,32.179746462401354,600.0,15.42978389167075,0.1,0.0,0.1
90.0,56.25,32.179746462401354,600.0,12.413334482804906,0.1,0.0,0.1
-7.5,5.625,32.179746462401354,600.0,9.733328965245775,0.1,0.0,0.1
-41.25,90.0,32.179746462401354,600.0,14.182765683714894,0.1,0.0,0.1
75.0,-73.125,32.179746462401354,600.0,14.326774308783625,0.1,0.0,0.1
82.5,-90.0,32.179746462401354,600.0,6.319354689887351,0.1,0.0,0.1
18.75,39.375,32.179746462401354,600.0,16.310301898058746,0.1,0.0,0.1
-78.75,-123.75,32.179746462401354,600.0,10.498376730687177,0.1,0.0,0.1
67.5,-67.5,32.179746462401354,600.0,15.441766662602827,0.1,0.0,0.1
3.75,151.875,32.179746462401354,600.0,15.249316123763153,0.1,0.0,0.1
-48.75,-45.0,32.179746462401354,600.0,11.542657500274107,0.1,0.0,0.1
7.5,-140.625,32.179746462401354,600.0,11.82651182686182,0.1,0.0,0.1
-63.75,157.5,32.179746462401354,600.0,8.731919967342535,0.1,0.0,0.1
-75.0,33.75,32.179746462401354,600.0,22.55234120716079,0.1,0.0,0.1
18.75,-168.75,48.56191633755023,600.0,19.750750681398806,0.1,0.0,0.1
-52.5,101.25,48.56191633755023,600.0,19.572752799598426,0.1,0.0,0.1
-71.25,-56.25,48.56191633755023,600.0,14.898411249390843,0.1,0.0,0.1
-86.25,-151.875,48.56191633755023,600.0,15.161852110964013,0.1,0.0,0.1
63.75,-129.375,48.56191633755023,600.0,22.135214336506763,0.1,0.0,0.1
45.0,-101.25,48.56191633755023,600.0,13.238609211951784,0.1,0.0,0.1
-45.0,-78.75,48.56191633755023,600.0,10.24996840320409,0.1,0.0,0.1
41.25,95.625,48.56191633755023,600.0,11.170725023608405,0.1,0.0,0.1
-78.75,-16.875,48.56191633755023,600.0,14.02660300816144,0.1,0.0,0.1
56.25,67.5,48.56191633755023,600.0,17.970719928790608,0.1,0.0,0.1
18.75,-28.125,48.56191633755023,600.0,24.739735340595338,0.1,0.0,0.1
-90.0,-78.75,48.56191633755023,600.0,15.193829538069023,0.1,0.0,0.1
3.75,73.125,48.56191633755023,600.0,6.961619501464602,0.1,0.0,0.1
41.25,73.125,48.56191633755023,600.0,14.847590965370998,0.1,0.0,0.1
30.0,-129.375,48.56191633755023,600.0,15.521065782000084,0.1,0.0,0.1
-41.25,163.125,48.56191633755023,600.0,21.111292559798606,0.1,0.0,0.1
-18.75,-5.625,48.56191633755023,600.0,16.145718138923193,0.1,0.0,0.1
63.75,-135.0,48.56191633755023,600.0,9.30722732100514,0.1,0.0,0.1
-48.75,168.75,48.56191633755023,600.0,15.132285986094338,0.1,0.0,0.1
45.0,-95.625,48.56191633755023,600.0,10.791554782105283,0.1,0.0,0.1
-11.25,56.25,274.07434050710805,0.0015022282022982836,11.923829144178491,0.1,0.0,0.1
86.25,78.75,274.07434050710805,600.0,10.82283981249175,0.1,0.0,0.1
-33.75,168.75,274.07434050710805,600.0,7.934517490890104,0.1,0.0,0.1
78.75,146.25,274.07434050710805,0.009018149226903915,21.029046736002268,0.1,0.0,0.1
-56.25,67.5,274.07434050710805,0.018375158309936523,12.09724839774728,0.1,0.0,0.1
86.25,-56.25,274.07434050710805,600.0,11.469859706561552,0.1,0.0,0.1
-11.25,157.5,274.07434050710805,0.0007398236775770783,14.898785846922467,0.1,0.0,0.1
41.25,-135.0,274.07434050710805,600.0,11.837696444004163,0.1,0.0,0.1
41.25,-168.75,274.07434050710805,600.0,17.236681544914482,0.1,0.0,0.1
-63.75,157.5,274.07434050710805,600.0,10.367685956620127,0.1,0.0,0.1
78.75,-180.0,274.07434050710805,0.0020204284228384495,16.734756854268426,0.1,0.0,0.1
11.25,22.5,274.07434050710805,600.0,19.905781735154353,0.1,0.0,0.1
-71.25,146.25,274.07434050710805,0.001354401232674718,13.35447070631997,0.1,0.0,0.1
3.75,67.5,274.07434050710805,0.0005030954489484429,19.13690175611332,0.1,0.0,0.1
33.75,-11.25,274.07434050710805,0.016339333727955818,11.335877592218953,0.1,0.0,0.1
26.25,168.75,274.07434050710805,0.0028192440513521433,14.232852820114871,0.1,0.0,0.1
56.25,-180.0,274.07434050710805,0.005215122364461422,8.455628541113795,0.1,0.0,0.1
-71.25,78.75,274.07434050710805,600.0,19.124120884638447,0.1,0.0,0.1
-48.75,-67.5,274.07434050710805,600.0,18.215638300737663,0.1,0.0,0.1
-33.75,-56.25,274.07434050710805,600.0,24.118728228400055,0.1,0.0,0.1
-11.25,45.0,350.9814282845051,0.015069909393787384,10.350908482109968,0.1,0.0,0.1
33.75,146.25,350.9814282845051,0.0009607912506908178,15.473566864302152,0.1,0.0,0.1
41.25,-22.5,350.9814282845051,0.011666189879179,14.95103627726275,0.1,0.0,0.1
-56.25,-180.0,350.9814282845051,0.03003486432135105,23.64518395276523,0.1,0.0,0.1
3.75,11.25,350.9814282845051,600.0,7.526118274449526,0.1,0.0,0.1
-86.25,45.0,350.9814282845051,600.0,17.0589621757664,0.1,0.0,0.1
3.75,-56.25,350.9814282845051,600.0,14.386056909535798,0.1,0.0,0.1
-71.25,-157.5,350.9814282845051,600.0,12.108768868499418,0.1,0.0,0.1
-78.75,-56.25,350.9814282845051,600.0,14.168452775963038,0.1,0.0,0.1
33.75,45.0,350.9814282845051,600.0,13.730493401990945,0.1,0.0,0.1
63.75,56.25,350.9814282845051,0.007550894282758236,15.006008251870687,0.1,0.0,0.1
18.75,-101.25,350.9814282845051,0.003940182738006115,12.750871754100348,0.1,0.0,0.1
33.75,-146.25,350.9814282845051,0.002625753404572606,14.065072334956252,0.1,0.0,0.1
3.75,-146.25,350.9814282845051,600.0,19.094060085491208,0.1,0.0,0.1
33.75,-146.25,350.9814282845051,600.0,9.921679580621138,0.1,0.0,0.1
-18.75,78.75,350.9814282845051,0.022592512890696526,14.384811754651512,0.1,0.0,0.1
71.25,101.25,350.9814282845051,0.001664973795413971,16.649674384951798,0.1,0.0,0.1
-26.25,78.75,350.9814282845051,0.01415420975536108,15.797884735669918,0.1,0.0,0.1
78.75,146.25,350.9814282845051,0.0008209552615880966,6.965474387553433,0.1,0.0,0.1
-41.25,112.5,350.9814282845051,0.00810790155082941,12.19204970130188,0.1,0.0,0.1
82.5,-11.25,45.88692297622222,600.0,12.280867710549302,0.1,0.0,0.1
-3.75,16.875,45.88692297622222,600.0,14.104227734747546,0.1,0.0,0.1
-82.5,-112.5,45.88692297622222,600.0,8.809615870879906,0.1,0.0,0.1
-71.25,-140.625,45.88692297622222,600.0,18.714261843621742,0.1,0.0,0.1
30.0,-16.875,45.88692297622222,600.0,14.38340494227901,0.1,0.0,0.1
30.0,163.125,45.88692297622222,600.0,21.627641229829234,0.1,0.0,0.1
-15.0,-28.125,45.88692297622222,600.0,16.248440102618463,0.1,0.0,0.1
-86.25,-151.875,45.88692297622222,600.0,11.157180379703354,0.1,0.0,0.1
-26.25,28.125,45.88692297622222,600.0,16.90349412792651,0.1,0.0,0.1
-45.0,-174.375,45.88692297622222,600.0,23.790032960208215,0.1,0.0,0.1
-26.25,-56.25,45.88692297622222,600.0,11.821305768921464,0.1,0.0,0.1
-52.5,-135.0,45.88692297622222,600.0,24.721586676385396,0.1,0.0,0.1
52.5,129.375,45.88692297622222,600.0,15.202135815897996,0.1,0.0,0.1
-37.5,28.125,45.88692297622222,600.0,8.77149193707825,0.1,0.0,0.1
-7.5,78.75,45.88692297622222,600.0,17.058440396339666,0.1,0.0,0.1
63.75,168.75,45.88692297622222,600.0,17.25145046625113,0.1,0.0,0.1
-26.25,-73.125,45.88692297622222,600.0,18.08049703913958,0.1,0.0,0.1
30.0,106.875,45.88692297622222,600.0,19.963936376354393,0.1,0.0,0.1
-18.75,11.25,45.88692297622222,600.0,12.883401275698379,0.1,0.0,0.1
-37.5,-163.125,45.88692297622222,600.0,19.142167081532936,0.1,0.0,0.1
71.25,-135.0,245.62422560685692,0.0033072333317250013,17.788475755231318,0.1,0.0,0.1
-11.25,56.25,245.62422560685692,0.01584208756685257,17.21148853596049,0.1,0.0,0.1
-48.75,-146.25,245.62422560685692,600.0,7.930995441194193,0.1,0.0,0.1
63.75,168.75,245.62422560685692,0.002142150653526187,5.365792719860231,0.1,0.0,0.1
-11.25,146.25,245.62422560685692,0.006357635837048292,6.87471790803629,0.1,0.0,0.1
48.75,78.75,245.62422560685692,600.0,14.33022025885726,0.1,0.0,0.1
-11.25,-33.75,245.62422560685692,600.0,16.43144893287317,0.1,0.0,0.1
63.75,157.5,245.62422560685692,0.01410674024373293,13.12011664558081,0.1,0.0,0.1
-41.25,101.25,245.62422560685692,600.0,15.646220481044304,0.1,0.0,0.1
26.25,-157.5,245.62422560685692,0.006641974672675133,12.308755837556724,0.1,0.0,0.1
-71.25,78.75,245.62422560685692,600.0,9.800364276833207,0.1,0.0,0.1
-11.25,-33.75,245.62422560685692,600.0,10.811238566698774,0.1,0.0,0.1
